"Order","YourName","Organization","SiteID","WaterbodyName","State","SiteLocation","SampleYear","SampleMonth","SampleDay","NameOfSamplers","WeatherConditions","SampleLocation","SampleMethod","Depth","Latitude","Longitude","SampleHour","SampleMinutes","Filtered","Frozen","Parameter","Value","Units","Rep","Fluorometer","AnalysisYear","AnalysisMonth","AnalysisDay","AnalysisHour","AnalysisMinutes","GPSType","Photos","Flag","Comments"
141,"Sonya Carlson","NH_T","BCHLEGFRKLF",39,"NH","WEBSTER LAKE LAGACE TB-LEFT",2014,6,30,NA,"","Other","Grab",0,43.458833,-71.679558,NA,NA,"TRUE","TRUE","Chlorophyll",1.13,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
142,"Sonya Carlson","NH_T","BCHLEGFRKLF",39,"NH","WEBSTER LAKE LAGACE TB-LEFT",2014,7,7,NA,"","Other","Grab",0,43.458833,-71.679558,NA,NA,"TRUE","TRUE","Chlorophyll",0.28,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
143,"Sonya Carlson","NH_T","BCHLEGFRKLF",39,"NH","WEBSTER LAKE LAGACE TB-LEFT",2014,7,7,NA,"","Other","Grab",0,43.458833,-71.679558,NA,NA,"TRUE","TRUE","Chlorophyll",0.28,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
144,"Sonya Carlson","NH_T","BEELTUFD",14,"NH","LOWER BEECH POND-DEEP SPOT",2014,8,11,NA,"Clear, calm","WL1","Integrated",3,43.672189,-71.207289,NA,NA,"TRUE","TRUE","Chlorophyll",NA,"RFU",NA,"Beagle",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1,"Sonya Carlson","NH_T","SUNSUN1D",1,"NH","SUNAPEE LAKE-200 STN 1 DEEP SPOT",2014,7,22,NA,"Hazy, calm, hot","WL1","Integrated",3,43.406083,-72.0426,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
2,"Sonya Carlson","NH_T","SUNSUN220D",1,"NH","SUNAPEE LAKE-220 DEEP SPOT",2014,7,22,NA,"Hazy, calm, hot","WL3","Integrated",3,43.361911,-72.055997,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
3,"Sonya Carlson","NH_T","SUNSUN2D",1,"NH","SUNAPEE LAKE-210 STN 2 DEEP SPOT",2014,7,22,NA,"Hazy, calm, hot","WL2","Integrated",3,43.3836,-72.0627,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
4,"Sonya Carlson","NH_T","SUNSUN3D",1,"NH","SUNAPEE LAKE-230 STN 3 DEEP SPOT",2014,7,22,NA,"Hazy, calm, hot","WL4","Integrated",3,43.342778,-72.0494,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
5,"Sonya Carlson","NH_T","SUNSUN1D",1,"NH","SUNAPEE LAKE-200 STN 1 DEEP SPOT",2014,8,19,NA,"Clear, breezy, hot","WL1","Integrated",3,43.406083,-72.0426,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
6,"Sonya Carlson","NH_T","SUNSUN2D",1,"NH","SUNAPEE LAKE-210 STN 2 DEEP SPOT",2014,8,19,NA,"Clear, breezy, hot","WL2","Integrated",3,43.3836,-72.0627,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
7,"Sonya Carlson","NH_T","SUNSUN220D",1,"NH","SUNAPEE LAKE-220 DEEP SPOT",2014,8,19,NA,"Clear, breezy, hot","WL3","Integrated",3,43.361911,-72.055997,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
8,"Sonya Carlson","NH_T","SUNSUN3D",1,"NH","SUNAPEE LAKE-230 STN 3 DEEP SPOT",2014,8,19,NA,"Clear, breezy, hot","WL4","Integrated",3,43.342778,-72.0494,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
9,"Sonya Carlson","NH_T","HALALTD",2,"NH","HALFMOON LAKE-DEEP SPOT",2014,7,25,NA,"Clear, calm, cool","WL1","Integrated",3,43.391083,-71.227694,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
10,"Sonya Carlson","NH_T","HALALTPUB",2,"NH","HALFMOON LAKE-PUBLIC BEACH",2014,7,25,NA,"Clear, calm, cool","SS2","Integrated",1,43.39525,-71.236681,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
11,"Sonya Carlson","NH_T","HALALTR",2,"NH","HALFMOON LAKE-RUSTIC SHORES",2014,7,25,NA,"Clear, calm, cool","SS1","Integrated",1,43.393325,-71.216344,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
12,"Sonya Carlson","NH_T","HALALTHWB",2,"NH","HALFMOON POND-HOLLYWOOD BEACH",2014,7,25,NA,"Clear, calm, cool","SS3","Integrated",1,43.389308,-71.217014,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
13,"Sonya Carlson","NH_T","HALALTD",2,"NH","HALFMOON LAKE-DEEP SPOT",2014,8,22,NA,"Cloudy, breezy, cool","WL1","Integrated",3,43.391083,-71.227694,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
14,"Sonya Carlson","NH_T","MESNWLD",3,"NH","MESSER POND-DEEP SPOT",2014,7,26,NA,"","WL1","Integrated",3,43.4008,-72.0095,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
15,"Sonya Carlson","NH_T","BCHTWBHUDCR",4,"NH","ROBINSON POND TB-CENTER",2014,7,31,NA,"","Other","Grab",0,42.799945,-71.381614,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
16,"Sonya Carlson","NH_T","OTTHUDBL",5,"NH","OTTERNICK POND-BOAT LAUNCH",2014,7,31,NA,"","Other","Grab",0,42.772744,-71.425831,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
17,"Sonya Carlson","NH_T","LONPELNHD",6,"NH","LONG POND-NH DEEP SPOT",2014,7,31,NA,"Hazy, breezy, warm","WL3","Integrated",3,42.698694,-71.3671,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
18,"Sonya Carlson","NH_T","BCHTWBPELRT",6,"NH","LONG POND-RIGHT",2014,8,8,NA,"Sunny, calm, hot","SS1","Integrated",1,42.700861,-71.365111,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
19,"Sonya Carlson","NH_T","FREHENCAMP",7,"NH","FRENCH POND-CAMPGROUND SWIM AREA",2014,8,1,NA,"Hazy, breezy, warm","SS2","Integrated",1,43.19,-71.7749,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
20,"Sonya Carlson","NH_T","FREHEND",7,"NH","FRENCH POND-DEEP SPOT",2014,8,1,NA,"Hazy, breezy, warm","WL1","Integrated",3,43.192722,-71.775972,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
21,"Sonya Carlson","NH_T","FREHENL",7,"NH","FRENCH POND-LAUNCH BROOK",2014,8,1,NA,"Hazy, breezy, warm","SS1","Integrated",1,43.194,-71.775083,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
22,"Sonya Carlson","NH_T","FREHEND2",7,"NH","FREHEND2",2014,8,1,NA,"Hazy, breezy, warm","WL2","Integrated",3,43.192772,-71.774862,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
23,"Sonya Carlson","NH_T","FREHEND3",7,"NH","FREHEND3",2014,8,1,NA,"Hazy, breezy, warm","WL3","Integrated",3,43.191035,-71.77705,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
24,"Sonya Carlson","NH_T","BCHSELSDNRT",8,"NH","PHILLIPS POND SEELEY PARK-RIGHT",2014,8,4,NA,"","Other","Grab",0,42.923905,-71.187255,NA,NA,"TRUE","TRUE","Phycocyanin",1.66,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
25,"Sonya Carlson","NH_T","BCHSELSDNRT",8,"NH","PHILLIPS POND SEELEY PARK-RIGHT",2014,8,8,NA,"Sunny, calm, hot","SS1","Integrated",1,42.923905,-71.187255,NA,NA,"TRUE","TRUE","Phycocyanin",1.331,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
26,"Sonya Carlson","NH_T","PHISDND",8,"NH","PHILLIPS POND-DEEP SPOT",2014,9,14,NA,"Clear, breezy, cool","WL1","Integrated",3,42.918884,-71.187874,NA,NA,"TRUE","TRUE","Phycocyanin",0.278,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
27,"Sonya Carlson","NH_T","Phillips Pond WL#2",8,"NH","Phillips Pond WL#2",2014,9,14,NA,"Clear, breezy, cool","WL2","Integrated",3,42.914415,-71.190441,NA,NA,"TRUE","TRUE","Phycocyanin",0.236,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
28,"Sonya Carlson","NH_T","Phillips Pond WL#3",8,"NH","Phillips Pond WL#3",2014,9,14,NA,"Clear, breezy, cool","WL3","Integrated",3,42.922492,-71.188273,NA,NA,"TRUE","TRUE","Phycocyanin",0.217,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
29,"Sonya Carlson","NH_T","Phillips Pond SS#1",8,"NH","Phillips Pond SS#1",2014,9,14,NA,"Clear, breezy, cool","SS1","Integrated",1.5,42.923667,-71.187617,NA,NA,"TRUE","TRUE","Phycocyanin",0.764,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
30,"Sonya Carlson","NH_T","Phillips Pond SS#2",8,"NH","Phillips Pond SS#2",2014,9,14,NA,"Clear, breezy, cool","SS2","Integrated",1.5,42.923667,-71.187617,NA,NA,"TRUE","TRUE","Phycocyanin",0.217,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
31,"Sonya Carlson","NH_T","BCHSLSHLSLF",9,"NH","SILVER LAKE SP-LEFT",2014,8,4,NA,"Sunny","Other","Grab",0,42.76075,-71.595639,NA,NA,"TRUE","TRUE","Phycocyanin",0.871,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
32,"Sonya Carlson","NH_T","BCHSLSHLSRT",9,"NH","SILVER LAKE SP-RIGHT",2014,8,8,NA,"Sunny, calm, hot","SS1","Integrated",1,42.760028,-71.597028,NA,NA,"TRUE","TRUE","Phycocyanin",0.125,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
33,"Sonya Carlson","NH_T","BCHSLSHLSLF",9,"NH","SILVER LAKE SP-LEFT",2014,9,3,NA,"Clear, calm, hot","Other","Grab",0,42.76075,-71.595639,NA,NA,"TRUE","TRUE","Phycocyanin",8.631,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
34,"Sonya Carlson","NH_T","DANLFRED",10,"NH","LOWER DANFORTH POND-DEEP SPOT",2014,8,5,NA,"Clear, calm, hot","WL1","Integrated",3,43.820083,-71.1038,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
35,"Sonya Carlson","NH_T","Lower Danforth WL#2",10,"NH","Lower Danforth WL#2",2014,8,5,NA,"Clear, calm, hot","WL2","Integrated",3,43.821694,-71.103917,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
36,"Sonya Carlson","NH_T","Lower Danforth WL#3",10,"NH","Lower Danforth WL#3",2014,8,5,NA,"Clear, calm, hot","WL3","Integrated",3,43.828889,-71.103694,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
37,"Sonya Carlson","NH_T","DANLFRED",10,"NH","LOWER DANFORTH POND-DEEP SPOT",2014,9,30,NA,"Rainy, calm, cool","WL1","Integrated",3,43.820083,-71.1038,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
38,"Sonya Carlson","NH_T","BROOSSD",11,"NH","BROAD BAY-DEEP SPOT",2014,8,5,NA,"Clear, breezy, hot","WL4","Integrated",3,43.804067,-71.101078,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
39,"Sonya Carlson","NH_T","LEAOSSD",11,"NH","LEAVITT BAY-DEEP SPOT",2014,8,5,NA,"Clear, breezy, hot","WL3","Integrated",3,43.79682,-71.081038,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
40,"Sonya Carlson","NH_T","OBB01DL",11,"NH","OSSIPEE LAKE-BERRY BAY-1 DEEP SPOT",2014,8,5,NA,"Clear, breezy, hot","WL2","Integrated",3,43.804833,-71.075167,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
41,"Sonya Carlson","NH_T","OSSOSSD",11,"NH","OSSIPEE LAKE-DEEP SPOT",2014,8,5,NA,"Clear, breezy, cool","WL1","Integrated",3,43.7795,-71.1386,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
42,"Sonya Carlson","NH_T","BROOSSD",11,"NH","BROAD BAY-DEEP SPOT",2014,10,1,NA,"Rainy, breezy, cool","WL4","Integrated",3,43.804067,-71.101078,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
43,"Sonya Carlson","NH_T","LEAOSSD",11,"NH","LEAVITT BAY-DEEP SPOT",2014,10,1,NA,"Rainy, breezy, cool","WL3","Integrated",3,43.79682,-71.081038,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
44,"Sonya Carlson","NH_T","OBB01DL",11,"NH","OSSIPEE LAKE-BERRY BAY-1 DEEP SPOT",2014,10,1,NA,"Cloudy, breezy, cool","WL2","Integrated",3,43.804833,-71.075167,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
45,"Sonya Carlson","NH_T","OSSOSSD",11,"NH","OSSIPEE LAKE-DEEP SPOT",2014,10,1,NA,"Cloudy, calm, cool","WL1","Integrated",3,43.7795,-71.1386,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
46,"Sonya Carlson","NH_T","BEASWHBI",12,"NH","BEARCAMP POND-BIG ISLAND SWIM",2014,8,6,NA,"Cloudy, breezy, hot","WL2","Integrated",3,43.81665,-71.369067,NA,NA,"TRUE","TRUE","Phycocyanin",0.375,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
47,"Sonya Carlson","NH_T","BEASWHD",12,"NH","BEARCAMP POND-DEEP SPOT",2014,8,6,NA,"Cloudy, breezy, hot","WL1","Integrated",3,43.814583,-71.3689,NA,NA,"TRUE","TRUE","Phycocyanin",0.344,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
48,"Sonya Carlson","NH_T","BEASWHSWIM",12,"NH","BEARCAMP POND-SWIM AREA",2014,8,6,NA,"Cloudy, breezy, hot","SS1","Integrated",1,43.813617,-71.376558,NA,NA,"TRUE","TRUE","Phycocyanin",0.123,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
49,"Sonya Carlson","NH_T","Bear camp WL#3",12,"NH","Bear camp WL#3",2014,8,6,NA,"Cloudy, breezy, hot","WL3","Integrated",3,43.814835,-71.373625,NA,NA,"TRUE","TRUE","Phycocyanin",0.224,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
50,"Sonya Carlson","NH_T","Bear camp SS#2",12,"NH","Bear camp SS#2",2014,8,6,NA,"Cloudy, breezy, hot","SS2","Integrated",1,43.813147,-71.3712,NA,NA,"TRUE","TRUE","Phycocyanin",0.262,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
51,"Sonya Carlson","NH_T","ROCCROD",13,"NH","ROCKYBOUND POND-DEEP SPOT",2014,8,7,NA,"Cloudy, calm, hot","WL1","Integrated",3,43.446417,-72.145056,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
52,"Sonya Carlson","NH_T","Rockybound SS#1",13,"NH","",2014,8,7,NA,"Cloudy, calm, hot","SS1","Integrated",1,NA,NA,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
53,"Sonya Carlson","NH_T","Rockybound SS#2",13,"NH","",2014,8,7,NA,"Cloudy, calm, hot","SS2","Integrated",1,NA,NA,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
54,"Sonya Carlson","NH_T","BEELTUFD",14,"NH","LOWER BEECH POND-DEEP SPOT",2014,8,11,NA,"Clear, calm","WL1","Integrated",3,43.672189,-71.207289,NA,NA,"TRUE","TRUE","Phycocyanin",0.212,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
55,"Sonya Carlson","NH_T","Lower Beech Inlet SS#1",14,"NH","Lower Beech Inlet SS#1",2014,8,11,NA,"Clear, calm","SS1","Integrated",1,43.677122,-71.205826,NA,NA,"TRUE","TRUE","Phycocyanin",0.248,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
56,"Sonya Carlson","NH_T","Lower Beech Outlet SS#2",14,"NH","LowerBeech Outlet SS#2",2014,8,11,NA,"Clear, calm","SS2","Integrated",1,43.663277,-71.205311,NA,NA,"TRUE","TRUE","Phycocyanin",0.149,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
57,"Sonya Carlson","NH_T","Gardner Lake SS#1",15,"NH","",2014,8,11,NA,"Clear, calm, warm","SS1","Integrated",1,44.1638,-72.0106,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
58,"Sonya Carlson","NH_T","Gardner Lake SS#2",15,"NH","",2014,8,11,NA,"Clear, calm, warm","SS2","Integrated",1,44.16327,-72.007627,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
59,"Sonya Carlson","NH_T","GARBATD",15,"NH","GARDNER LAKE-DEEP SPOT",2014,8,11,NA,"Clear, calm, warm","WL1","Integrated",3,44.1634,-72.009,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
60,"Sonya Carlson","NH_T","SUNLNWLD",16,"NH","LITTLE SUNAPEE LAKE-DEEP SPOT",2014,8,12,NA,"Clear, breezy, warm","WL1","Integrated",3,43.433083,-72.0118,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
61,"Sonya Carlson","NH_T","Little Sunapee SS#1",16,"NH","",2014,8,12,NA,"Clear, breezy, warm","SS1","Integrated",1,43.435067,-72.019467,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
62,"Sonya Carlson","NH_T","Little Sunapee WL#2",16,"NH","",2014,8,12,NA,"Clear, breezy, warm","WL2","Integrated",3,43.435,-72.014417,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
63,"Sonya Carlson","NH_T","Little Sunapee WL#3",16,"NH","",2014,8,12,NA,"Clear, breezy, warm","WL3","Integrated",3,43.4319,-72.022417,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
64,"Sonya Carlson","NH_T","SILHARD",17,"NH","SILVER LAKE- DEEP SPOT",2014,8,14,NA,"Cloudy, breezy, cool","WL1","Integrated",3,42.961194,-72.14,NA,NA,"TRUE","TRUE","Phycocyanin",-0.27,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
65,"Sonya Carlson","NH_T","SILHARO",17,"NH","SILVER LAKE-OUTLET IN STREAM",2014,8,14,NA,"Cloudy, breezy, cool","SS2","Integrated",1,42.949389,-72.1328,NA,NA,"TRUE","TRUE","Phycocyanin",0.034,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
66,"Sonya Carlson","NH_T","SILHARSB1",17,"NH","SILVER LAKE-SANDY BCH INLET 1",2014,8,14,NA,"Cloudy, breezy, cool","SS1","Integrated",1,42.972111,-72.138703,NA,NA,"TRUE","TRUE","Phycocyanin",-0.067,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
67,"Sonya Carlson","NH_T","Silver Lake WL#2",17,"NH","Silver Lake WL#2",2014,8,14,NA,"Cloudy, breezy, cool","WL2","Integrated",3,42.971089,-72.139535,NA,NA,"TRUE","TRUE","Phycocyanin",-0.119,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
68,"Sonya Carlson","NH_T","Silver Lake WL#3",17,"NH","Silver Lake WL#3",2014,8,14,NA,"Cloudy, breezy, cool","WL3","Integrated",3,42.951554,-72.13563,NA,NA,"TRUE","TRUE","Phycocyanin",-0.08,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
69,"Sonya Carlson","NH_T","ARMPIED",18,"NH","ARMINGTON LAKE-DEEP SPOT",2014,8,14,NA,"","WL1","Integrated",3,43.958389,-71.9692,NA,NA,"TRUE","TRUE","Phycocyanin",0.152,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
70,"Sonya Carlson","NH_T","TARPIED",19,"NH","TARLETON LAKE-DEEP SPOT",2014,8,14,NA,"Cloudy, calm, cool","WL1","Integrated",7,43.977,-71.963278,NA,NA,"TRUE","TRUE","Phycocyanin",0.226,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
71,"Sonya Carlson","NH_T","CANCAND",20,"NH","CANAAN STREET LAKE-DEEP SPOT",2014,8,14,NA,"Cloudy, windy, cool","WL1","Integrated",3,43.664194,-72.0339,NA,NA,"TRUE","TRUE","Phycocyanin",0.208,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
72,"Sonya Carlson","NH_T","Canaan St. Lake WL#2",20,"NH","Canaan St. Lake WL#2",2014,8,14,NA,"Cloudy, windy, cool","WL2","Integrated",3,43.667996,-72.035809,NA,NA,"TRUE","TRUE","Phycocyanin",0.137,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
73,"Sonya Carlson","NH_T","Eastman Pond WL#1",21,"NH","",2014,8,18,NA,"Cloudy, breezy, cool","WL1","Integrated",3,43.518283,-72.1151,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
74,"Sonya Carlson","NH_T","Eastman Pond WL#2",21,"NH","",2014,8,18,NA,"Cloudy, breezy, cool","WL2","Integrated",3,43.5318,-72.11845,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
75,"Sonya Carlson","NH_T","EASGTM8",21,"NH","EASTMAN POND-NORTH COVE BEACH",2014,8,18,NA,"Cloudy, breezy, cool","SS1","Integrated",1,43.5354,-72.1125,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
76,"Sonya Carlson","NH_T","EASGTMWCB",21,"NH","EASTMAN POND-WEST COVE B BEACH",2014,8,18,NA,"Cloudy, breezy, cool","SS2","Integrated",1,43.526308,-72.12274,NA,NA,"TRUE","TRUE","Phycocyanin",NA,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
77,"Sonya Carlson","NH_T","AYEBARD",22,"NH","AYERS POND-DEEP SPOT",2014,8,18,NA,"Clear, breezy, cool","WL1","Integrated",3,43.256,-71.0433,NA,NA,"TRUE","TRUE","Phycocyanin",0.193,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
78,"Sonya Carlson","NH_T","BCHFIRBRRLF",22,"NH","CAMP FIRESIDE-LEFT",2014,8,18,NA,"Clear, breezy, cool","SS1","Integrated",1,43.261517,-71.033837,NA,NA,"TRUE","TRUE","Phycocyanin",0.095,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
79,"Sonya Carlson","NH_T","Ayers Lake WL#2",22,"NH","Ayers Lake WL#2",2014,8,18,NA,"Clear, breezy, cool","WL2","Integrated",3,43.253455,-71.048412,NA,NA,"TRUE","TRUE","Phycocyanin",-0.015,"µg.L",NA,"Turner",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
